,Name,Ethnicity
1265,Cassiopeia,Southern and Western Slavic
1266,Hestia,Germanic
1267,Belo,English-Speaking
1268,Poseidon,English-Speaking
1272,Mickey,English-Speaking
1273,Watson,Germanic
1276,Maître,Germanic
1277,Lee,English-Speaking
1278,Earl,Romance
1281,Lillian,English-Speaking
1282,Royce,English-Speaking
1283,Theodore,Germanic
1284,Johns,Germanic
1285,Slovnik,English-Speaking
1286,Salem,English-Speaking
1287,Wickwire,Southern and Western Slavic
1288,Newberry,Germanic
1289,Stamm,English-Speaking
1290,Jordan,Germanic
1291,Brandi,English-Speaking
1293,Kenney,Eastern Slavic
1295,Heyward,English-Speaking
1296,Etta,English-Speaking
1298,Hatsue,Romance
1301,Kazuo,Eastern Slavic
1302,Nels,Germanic
1303,Alvin,Germanic
1305,Moran,Germanic
1307,Heine,English-Speaking
1309,Hisao,English-Speaking
1310,Fujiko,English-Speaking
1311,Zenhichi,English-Speaking
1312,Abel,English-Speaking
1313,Horace,English-Speaking
1318,Ramos,English-Speaking
1319,Dutton,English-Speaking
1321,Gallo,English-Speaking
1322,Epstein,Southern and Western Slavic
1323,Ira,Germanic
1324,Gideon,English-Speaking
1326,Starkov,Germanic
1327,Gunther,Romance
1328,Vartan,Germanic
1329,Eliot,Southern and Western Slavic
1330,Luther,English-Speaking
1331,Baron,English-Speaking
1332,Caractacus,English-Speaking
1333,Potts,English-Speaking
1334,Bomburst,English-Speaking
1336,Jemina,Germanic
1337,Jeremy,English-Speaking
1338,Herman,Germanic
1339,Sherman,English-Speaking
1341,Jemima,Germanic
1342,Clarrie,Germanic
1346,Karp,Eastern Slavic
1347,Dean,Germanic
1350,Sofia,English-Speaking
1351,Mama,Germanic
1354,Franko,Germanic
1356,Bridget,English-Speaking
1357,Satchmo,English-Speaking
1359,Gerry,English-Speaking
1361,Boyle,English-Speaking
1362,Duke,English-Speaking
1364,Rumiko,English-Speaking
1365,Shie,English-Speaking
1366,Ryogi,English-Speaking
1367,Yuri,Germanic
1368,Ichima,Eastern Slavic
1369,Asako,English-Speaking
1373,Zachary,English-Speaking
1374,Martin,Germanic
1375,Lawson,English-Speaking
1376,Rawlings,Germanic
1379,Evans,English-Speaking
1380,Woodhall,Southern and Western Slavic
1381,Julius,English-Speaking
1382,Mavis,Southern and Western Slavic
1383,Lulu,English-Speaking
1385,Ralph,English-Speaking
1386,Geselita,English-Speaking
1387,Sabata,English-Speaking
1388,Champa,English-Speaking
1389,Ranjeev,Southern and Western Slavic
1390,Bansi,English-Speaking
1391,Jai,English-Speaking
1393,Harrington,Southern and Western Slavic
1394,Erica,Germanic
1395,Bates,English-Speaking
1397,Beverly,English-Speaking
1400,Jennie,Southern and Western Slavic
1402,Don,Germanic
1403,Sharon,English-Speaking
1405,Steve,English-Speaking
1410,Drowning,English-Speaking
1411,Jeff,Germanic
1414,Rob,English-Speaking
1415,Barry,English-Speaking
1416,Kalu,Eastern Slavic
1417,Rustom,English-Speaking
1418,Elaichi,English-Speaking
1419,Lalaji,English-Speaking
1420,Nikki,English-Speaking
1421,Menon,English-Speaking
1422,Chirammal,English-Speaking
1423,Padmashree,English-Speaking
1426,Bahuleyan,English-Speaking
1427,Omanakkunjamma,Germanic
1428,Ajay,English-Speaking
1430,Rokeby,Southern and Western Slavic
1431,Aeneas,English-Speaking
1433,Lena,English-Speaking
1435,Goldwyn,English-Speaking
1436,Alva,English-Speaking
1438,Charlotte,English-Speaking
1440,Strunk,English-Speaking
1442,Jennifer,Southern and Western Slavic
1443,Hirsch,English-Speaking
1445,Christopher,English-Speaking
1446,Carlos,English-Speaking
1448,Grant,English-Speaking
1449,Ramon,Germanic
1450,Clara,English-Speaking
1451,Velez,English-Speaking
1452,Peabody,English-Speaking
1453,Gloria,English-Speaking
1454,Virginia,English-Speaking
1455,Josephine,East Asian
1456,Alla,English-Speaking
1457,Louise,English-Speaking
1459,Adolph,English-Speaking
1461,Feelgood,Germanic
1462,Breitner,English-Speaking
1463,Neeta,English-Speaking
1464,Kishore,Eastern Slavic
1466,Ragini,English-Speaking
1467,Bonney,Germanic
1468,Sasha,English-Speaking
1469,Stuart,English-Speaking
1470,Paxton,English-Speaking
1471,Lorna,Southern and Western Slavic
1472,Whitney,Southern and Western Slavic
1474,Miroslav,English-Speaking
1476,Axelle,English-Speaking
1479,Janet,Southern and Western Slavic
1480,Haddin,English-Speaking
1481,Stockdale,Germanic
1484,Vojnik,English-Speaking
1485,Djecak,Nordic
1486,Turista,Germanic
1487,Prodavac,English-Speaking
1488,Majka,English-Speaking
1489,Otac,Germanic
1490,Atko,English-Speaking
1492,Sanja,English-Speaking
1499,Segroff,English-Speaking
1500,Roberts,English-Speaking
1501,Jackson,English-Speaking
1502,Gregory,English-Speaking
1505,Chiranjeevi,English-Speaking
1506,Archana,English-Speaking
1507,Dudzio,English-Speaking
1508,Valarmathy,English-Speaking
1512,Sy,Germanic
1513,Scared,English-Speaking
1514,Batzal,English-Speaking
1515,Reut,English-Speaking
1516,Golan,English-Speaking
1517,Dikla,English-Speaking
1518,Yossi,Germanic
1519,Yoss,Germanic
1520,Galit,English-Speaking
1521,Kahana,Eastern Slavic
1522,Kajal,Eastern Slavic
1523,Dhanraj,English-Speaking
1524,Saajan,English-Speaking
1525,Jaggu,Southern and Western Slavic
1527,Brooke,English-Speaking
1529,Nicole,Eastern Slavic
1531,Meadows,English-Speaking
1532,Roseanne,English-Speaking
1534,Frank,Germanic
1535,Terry,English-Speaking
1537,Kong,Eastern Slavic
1538,Fon,Germanic
1539,Aom,English-Speaking
1540,Aran,English-Speaking
1542,Kesavan,Eastern Slavic
1543,Karen,English-Speaking
1544,Percy,English-Speaking
1545,Bart,English-Speaking
1546,Augustus,English-Speaking
1549,Sim,English-Speaking
1554,Evie,English-Speaking
1555,Haffen,English-Speaking
1556,Stepney,English-Speaking
1557,Gwen,English-Speaking
1558,Regina,English-Speaking
1559,Haines,Eastern Slavic
1560,Bry,English-Speaking
1561,Hubert,Germanic
1562,Carry,English-Speaking
1563,Rakeesha,English-Speaking
1566,Hendrickson,English-Speaking
1567,Bramen,English-Speaking
1568,Keyshawn,Eastern Slavic
1571,Mumtaz,English-Speaking
1572,Carlson,English-Speaking
1574,Marshall,English-Speaking
1575,Sheppard,English-Speaking
1577,Shruti,Germanic
1578,Rajinder,English-Speaking
1579,Bittoo,English-Speaking
1580,Maqsood,English-Speaking
1582,Cinderella,English-Speaking
1583,Tremaine,Germanic
1584,Drizella,English-Speaking
1585,Lucifer,English-Speaking
1586,Anastasia,English-Speaking
1588,Jaq,Germanic
1591,Prince,English-Speaking
1594,Jonah,English-Speaking
1595,Blakelee,English-Speaking
1598,Ashley,English-Speaking
1601,Teddy,English-Speaking
1602,Harris,English-Speaking
1603,Veronica,English-Speaking
1604,Marcus,English-Speaking
1606,Cassie,English-Speaking
1607,Lance,English-Speaking
1608,Theodorus,English-Speaking
1609,Preeti,English-Speaking
1610,Aditi,English-Speaking
1611,Angad,English-Speaking
1612,Dhananjay,Germanic
1613,Shania,English-Speaking
1614,Pooja,English-Speaking
1615,Rhea,English-Speaking
1616,Bird,Germanic
1617,Waiter,Southern and Western Slavic
1619,Bauer,English-Speaking
1620,Cindy,English-Speaking
1621,Sno,English-Speaking
1622,Clea,Germanic
1624,Tuttle,Southern and Western Slavic
1626,Sulekha,English-Speaking
1627,Lala,English-Speaking
1628,Petersen,English-Speaking
1630,Patricia,English-Speaking
1635,Debbie,Germanic
1636,Teresa,English-Speaking
1637,Bikie,English-Speaking
1647,Walter,Southern and Western Slavic
1648,Zoltan,English-Speaking
1649,Pearce,English-Speaking
1651,Higgins,English-Speaking
1660,Lesly,English-Speaking
1662,Tweety,English-Speaking
1664,Swathi,English-Speaking
1665,Subbalakshmi,Germanic
1666,Caren,Germanic
1673,Gary,English-Speaking
1674,Bradbury,English-Speaking
1675,Gibson,English-Speaking
1676,Taub,English-Speaking
1679,Jimbo,Germanic
1683,Bobby,English-Speaking
1687,Gaspard,English-Speaking
1694,Elie,English-Speaking
1695,Zarka,English-Speaking
1696,Axel,English-Speaking
1697,François,English-Speaking
1701,Gena,English-Speaking
1702,Ben,Germanic
1705,Ana,English-Speaking
1706,Bruce,English-Speaking
1708,Wilson,English-Speaking
1709,Legoi,English-Speaking
1710,Peanuts,Germanic
1711,Eddie,Germanic
1713,Departing,English-Speaking
1716,Hall,Romance
1717,Salim,English-Speaking
1718,Manju,English-Speaking
1719,Saal,English-Speaking
1720,Golub,Southern and Western Slavic
1722,Chungal,English-Speaking
1723,Keera,Eastern Slavic
1724,Koyla,Eastern Slavic
1725,Bordal,English-Speaking
1727,Wilma,English-Speaking
1728,Donald,East Asian
1729,Szema,English-Speaking
1730,Manson,English-Speaking
1731,Yuen,Romance
1735,Hoyt,English-Speaking
1740,Ravi,English-Speaking
1741,Madhu,English-Speaking
1742,Somnath,Germanic
1743,Rajendran,English-Speaking
1744,Ravishankar,English-Speaking
1750,Annette,English-Speaking
1751,England,Germanic
1753,Mona,Germanic
1756,Simran,English-Speaking
1759,Nandini,English-Speaking
1760,Raavi,English-Speaking
1763,Gaurav,Romance
1764,Niranjan,Eastern Slavic
1767,Dorothea,English-Speaking
1768,Faber,English-Speaking
1770,Loew,Southern and Western Slavic
1771,Oppenheimers,Southern and Western Slavic
1772,Alte,English-Speaking
1773,Schächter,English-Speaking
1774,Landschaftskonsulent,English-Speaking
1775,Obrist,Germanic
1776,Aktuarius,English-Speaking
1777,Franz,Germanic
1778,Herzogin,Southern and Western Slavic
1779,Luziana,Germanic
1780,Herr,Romance
1781,Konsistorialrat,Germanic
1782,Vorsitzender,Germanic
1783,Schmied,Germanic
1784,Frau,English-Speaking
1785,Sinead,English-Speaking
1786,Zoë,Southern and Western Slavic
1788,Leanne,Southern and Western Slavic
1790,Kai,English-Speaking
1793,Beerlander,Germanic
1794,Olympia,Germanic
1795,Lina,English-Speaking
1796,Sambri,English-Speaking
1797,Harichand,English-Speaking
1798,Penelope,English-Speaking
1800,Susy,English-Speaking
1801,Hanover,English-Speaking
1802,Franciscus,English-Speaking
1805,Sanjana,English-Speaking
1806,Mazumdar,English-Speaking
1807,Damjee,English-Speaking
1810,Kandhasamy,Germanic
1811,Canady,English-Speaking
1813,Suzie,English-Speaking
1815,Beatrix,English-Speaking
1816,Kid,English-Speaking
1820,Seth,English-Speaking
1821,Dale,English-Speaking
1823,Tye,Germanic
1826,Soorma,English-Speaking
1829,Ferguson,Germanic
1831,Priester,Germanic
1832,Robinsons,Germanic
1834,Zigeunerin,English-Speaking
1835,Enid,English-Speaking
1837,Philippe,English-Speaking
1838,Une,English-Speaking
1846,Mitsuya,English-Speaking
1852,Consuelo,English-Speaking
1853,Vittorio,English-Speaking
1854,Morgan,English-Speaking
1855,Muffdiver,English-Speaking
1856,Headley,Hispanic
1858,Monomark,English-Speaking
1859,Melrose,Germanic
1862,Anatolia,English-Speaking
1863,Fairchild,Germanic
1866,Clyde,English-Speaking
1867,Lugs,Eastern Slavic
1869,Pembrook,Germanic
1870,Seegle,English-Speaking
1874,Ace,English-Speaking
1875,Mortwell,English-Speaking
1878,May,English-Speaking
1879,Wendy,Southern and Western Slavic
1881,Vaughn,English-Speaking
1883,Warden,English-Speaking
1886,Garrett,English-Speaking
1887,Gerald,English-Speaking
1894,Marissa,English-Speaking
1897,Joanna,English-Speaking
1904,Lonnie,Southern and Western Slavic
1905,Jen,Germanic
1906,Laurie,Southern and Western Slavic
1908,Rudy,English-Speaking
1909,Myles,English-Speaking
1912,Nora,Southern and Western Slavic
1916,Donna,Germanic
1921,Bassy,English-Speaking
1927,Jo,English-Speaking
1930,Woodus,Southern and Western Slavic
1932,Eleanor,Germanic
1934,Sally,Germanic
1936,Hoek,English-Speaking
1937,Stevens,English-Speaking
1938,Shreya,Germanic
1939,Surjan,English-Speaking
1940,Yuvraj,Germanic
1941,Sunaina,English-Speaking
1942,Devrath,Germanic
1943,Egbert,Germanic
1944,Georges,English-Speaking
1945,Marisol,English-Speaking
1946,Dakota,English-Speaking
1947,Jake,Southern and Western Slavic
1948,Shu,English-Speaking
1949,Yu,Germanic
1950,Chen,English-Speaking
1951,Shao,English-Speaking
1952,Jessica,Romance
1953,Annalisse,English-Speaking
1957,Knopf,Romance
1958,Morley,English-Speaking
1959,Evelyn,English-Speaking
1960,Melina,English-Speaking
1961,Magda,English-Speaking
1962,Andrews,English-Speaking
1965,Schuler,Romance
1966,Vanet,English-Speaking
1968,Edward,Eastern Slavic
1969,Angela,English-Speaking
1971,Melville,English-Speaking
1975,Limo,English-Speaking
1977,Bartlett,English-Speaking
1978,Katarina,English-Speaking
1979,Stenger,Germanic
1980,Gioiosa,English-Speaking
1981,Bertollini,English-Speaking
1983,Schott,Germanic
1989,Rafael,Germanic
1990,Saunders,Germanic
1994,Devon,Southern and Western Slavic
1996,Terri,English-Speaking
2000,Lanni,Southern and Western Slavic
2003,Wayne,English-Speaking
2007,Jill,Romance
2014,Graciela,English-Speaking
2016,Elkins,English-Speaking
2017,Ray,English-Speaking
2018,Kyle,Eastern Slavic
2019,Mangamma,English-Speaking
2020,Wilkins,English-Speaking
2021,Remington,English-Speaking
2022,Ri,English-Speaking
2023,Liu,English-Speaking
2025,Leng,Eastern Slavic
2026,Eve,English-Speaking
2027,Benjamin,English-Speaking
2030,Son,English-Speaking
2031,Vivy,Germanic
2032,Abba,English-Speaking
2033,Obelix,Germanic
2034,Cryptograf,English-Speaking
2035,Kaya,English-Speaking
2036,Simi,English-Speaking
2037,Mita,English-Speaking
2039,Samit,English-Speaking
2040,Luis,Germanic
2041,Portugal,English-Speaking
2042,André,English-Speaking
2043,Pero,English-Speaking
2044,Coimbra,English-Speaking
2045,Inês,Germanic
2047,Isabel,Eastern Slavic
2048,Luisa,English-Speaking
2049,Randolph,English-Speaking
2050,Sheldon,English-Speaking
2051,Bennett,English-Speaking
2053,Marion,Germanic
2054,Vishal,English-Speaking
2056,Sudhir,English-Speaking
2057,Roland,Germanic
2060,Bhalla,English-Speaking
2063,Doggie,English-Speaking
2065,Gwendoline,English-Speaking
2068,Marth,English-Speaking
2069,Zak,English-Speaking
2072,Miranda,English-Speaking
2074,Jeffries,Germanic
2079,Ivan,Southern and Western Slavic
2081,Olga,Eastern Slavic
2082,Zina,English-Speaking
2083,Nowak,English-Speaking
2084,Dimitri,English-Speaking
2085,Policier,Germanic
2086,Aissa,English-Speaking
2088,Tania,English-Speaking
2089,Bel,English-Speaking
2090,Buela,English-Speaking
2091,Crackhead,English-Speaking
2095,Duncan,Germanic
2097,Lui,English-Speaking
2099,Elle,English-Speaking
2108,Sandra,English-Speaking
2110,Priddy,English-Speaking
2111,Reno,English-Speaking
2113,Emilio,English-Speaking
2114,Hikita,Germanic
2117,Messaoud,English-Speaking
2118,Abdelkader,Germanic
2119,Faivre,English-Speaking
2120,Hélène,Southern and Western Slavic
2122,Morvan,English-Speaking
2123,Otmani,Romance
2124,Brahim,English-Speaking
2125,Gimenez,Romance
2126,Macy,English-Speaking
2127,Amelia,English-Speaking
2129,Mann,English-Speaking
2131,Jeffrey,English-Speaking
2132,Cody,English-Speaking
2134,Jatin,Germanic
2135,Pinkerton,Germanic
2136,Fanfan,English-Speaking
2137,Adeline,English-Speaking
2138,Lebel,Southern and Western Slavic
2139,Henriette,Germanic
2143,Quixote,English-Speaking
2144,Alonso,Germanic
2145,Panza,English-Speaking
2146,Aldonsa,English-Speaking
2147,Altisidora,English-Speaking
2148,Sanson,English-Speaking
2149,Maritornes,English-Speaking
2153,Elsie,English-Speaking
2154,Lefty,Southern and Western Slavic
2155,Bromley,English-Speaking
2158,Willis,Southern and Western Slavic
2160,Sergeant,English-Speaking
2164,Brian,English-Speaking
2166,Prithivi,English-Speaking
2167,Pam,English-Speaking
2168,Henery,Southern and Western Slavic
2169,Dawg,English-Speaking
2170,Vargas,Romance
2171,Dylan,Germanic
2172,Gabriel,English-Speaking
2174,Wolfgang,English-Speaking
2176,Rosenberg,Germanic
2177,Borelli,English-Speaking
2178,Lorca,English-Speaking
2179,Zoe,Germanic
2180,Harkin,English-Speaking
2181,Roddy,English-Speaking
2184,Ally,English-Speaking
2187,Christophe,English-Speaking
2188,Christian,English-Speaking
2189,Célestin,Germanic
2190,Amédée,English-Speaking
2193,Nouredine,Eastern Slavic
2194,Rabbia,Germanic
2198,Larbi,English-Speaking
2199,Jean-Pierre,Southern and Western Slavic
2200,Mathews,English-Speaking
2201,Nirmala,English-Speaking
2203,Monroe,English-Speaking
2204,Harrison,English-Speaking
2205,Sutherland,Eastern Slavic
2206,Mannis,English-Speaking
2208,Bullard,English-Speaking
2211,Gutman,English-Speaking
2212,Stu,English-Speaking
2214,Mandy,English-Speaking
2216,Kabir,Romance
2217,Maahi,English-Speaking
2218,Mohit,English-Speaking
2219,Paaki,English-Speaking
2220,Sushma,English-Speaking
2221,Narendra,Germanic
2222,Satbir,English-Speaking
2224,Lindstrom,Germanic
2225,Sydney,English-Speaking
2226,Reeves,Germanic
2228,Gungu,English-Speaking
2229,Shanti,Germanic
2230,Jugnu,English-Speaking
2231,Bhanu,English-Speaking
2232,Blindman,Germanic
2233,Bhende,English-Speaking
2237,Baskin,English-Speaking
2242,Krebs,Germanic
2243,Anton,English-Speaking
2244,Ritter,Southern and Western Slavic
2245,Frederick,Germanic
2249,Bhadra,English-Speaking
2250,Krishnakumar,Southern and Western Slavic
2251,Elinor,Germanic
2252,Mortimer,Germanic
2253,Resa,English-Speaking
2254,Meggie,English-Speaking
2255,Fulvio,English-Speaking
2256,Capricorn,English-Speaking
2257,Darius,Germanic
2258,Mortola,English-Speaking
2259,Farid,Germanic
2260,Fenoglio,English-Speaking
2261,Roxanne,English-Speaking
2262,Dustfinger,Romance
2264,Polanski,English-Speaking
2265,Shriranga,Germanic
2267,Deshmukh,Germanic
2268,Paddy,English-Speaking
2269,Thorwald,Germanic
2271,Rian,English-Speaking
2273,Ted,English-Speaking
2277,Benito,English-Speaking
2278,Dottor,Romance
2279,Riccardo,English-Speaking
2280,Rachele,English-Speaking
2281,Pietro,English-Speaking
2282,Giulio,English-Speaking
2283,Giudice,English-Speaking
2284,Adelina,English-Speaking
2285,Madre,English-Speaking
2287,Willie,Southern and Western Slavic
2289,Chanel,Eastern Slavic
2290,Dorinda,Nordic
2291,Vikram,English-Speaking
2292,Gita,English-Speaking
2295,Fan,Germanic
2298,Fernando,English-Speaking
2303,Salvador,Southern and Western Slavic
2304,Manuel,English-Speaking
2307,Maxine,Germanic
2309,Kaynat,English-Speaking
2311,Nigam,Germanic
2312,Dawood,English-Speaking
2313,Sulaiman,Germanic
2314,Diana,Germanic
2319,Rheems,English-Speaking
2320,Gebhardt,English-Speaking
2322,Pauley,Germanic
2324,Schroeder,English-Speaking
2328,Porter,English-Speaking
2329,Sam,English-Speaking
2330,Spencer,English-Speaking
2333,Albany,English-Speaking
2334,Cornhill,English-Speaking
2336,Langton,English-Speaking
2337,Beckett,English-Speaking
2338,Coteral,English-Speaking
2339,Marks,English-Speaking
2340,Wulfstan,English-Speaking
2341,Tiberius,English-Speaking
2342,Darnay,Germanic
2343,Maddy,English-Speaking
2344,Phipps,English-Speaking
2345,Agnes,Germanic
2346,Oaks,English-Speaking
2348,Cooper,English-Speaking
2349,Hortensia,English-Speaking
2351,Orlando,Germanic
2355,Sonia,English-Speaking
